incident_id,incident_name,start_year,date_start,date_cont,county_unit,structures_dest_or_dam,structures_dest,structures_dam,fatalities_fire,fatalities_civilian,acres_burned,origin_dpa,veg_type,cause,df_source
NA,Ridge,2001,06/23/01,06/25/01,Mendocino,NA,0,0,0,0,610,CDF,TGB,Equip. Use,pdf
NA,Trough,2001,08/08/01,08/20/01,"Mendocino NF/Colusa,Glen",NA,30,na,na,na,"24,970",USFS,NA,Undetermined,pdf
NA,Hilton,2001,05/20/01,05/23/01,Lassen-Modoc,NA,2,0,0,0,390,CDF,T,Debris,pdf
NA,Devil,2001,05/27/01,06/01/01,Lassen,NA,0,0,0,0,"4,400",CDF,. T,Equip. Use,pdf
NA,Martis,2001,06/17/01,07/01/01,Nevada,NA,5,0,0,0,"14,500",CDF/USFS,T,Campfire,pdf
NA,Grasshopper,2001,07/25/01,07/27/01,Lassen,NA,0,0,0,0,992,CDF,GB,Lightning,pdf
NA,Stream,2001,07/26/01,07/26/01,Lassen,NA,na,na,na,na,"3,560",USFS,na,Lightning,pdf
NA,Powerhouse,2001,07/28/01,08/01/01,Shasta,NA,1,0,0,0,490,CDF,T,Undetermined,pdf
NA,Cowhead/BLM D438,2001,08/08/01,08/09/01,Modoc,NA,na,na,na,na,"1,670",BLM,na,Lightning,pdf
NA,Modoc Complex,2001,08/08/01,08/08/01,Modoc,NA,na,na,na,na,"5,367",USFS,na,Lightning,pdf
NA,East,2001,08/09/01,08/10/01,Shasta,NA,0,0,0,0,624,CDF,TB,Elec. Power,pdf
NA,Observation,2001,08/09/01,08/15/01,Lassen,NA,na,na,na,na,"67,700",USFS,na,Lightning,pdf
NA,Blue Complex,2001,08/09/01,08/10/02,Modoc NF,NA,1,na,na,na,"37,950",USFS,na,Lightning,pdf
NA,GAP,2001,08/12/01,08/17/01,Placer/Tahoe NF,NA,1,na,na,na,"2,462",USFS,na,Under Invest.,pdf
NA,Buzz,2001,08/12/01,08/12/01,Nevada Desert,NA,na,na,na,na,"2,206",BLM,na,Lightning,pdf
NA,Ponderosa,2001,08/17/01,08/23/01,Placer,NA,0,0,0,0,"2,780",CDF,NA,Vehicle,pdf
NA,Oregon,2001,08/28/01,08/31/01,Trinity,NA,33,0,0,0,"1,680",CDF,NA,Undetermined,pdf
NA,Poe,2001,09/06/01,09/12/01,Butte,NA,133,3,0,0,"8,333",CDF,T,Elec. Power,pdf
NA,Happy Camp Cmplx,2001,09/14/01,10/10/01,Siskiyou,NA,na,na,na,na,"3,500",USFS,TW,Lightning,pdf
NA,HWY 70,2001,10/24/01,10/26/01,Butte,NA,0,0,0,0,"1,711",CDF,T,Arson,pdf
NA,Viejas,2001,01/03/01,01/08/01,San Diego,NA,16,13,0,0,"10,353",CDF,B,Smoking,pdf
NA,Tram,2001,06/17/01,06/18/01,Riverside Palm Spgs.,NA,0,0,0,0,393,CDF,B,Arson,pdf
NA,McLaughlin,2001,07/02/01,07/05/01,Inyo NF,NA,na,na,na,na,"2,900",USFS,na,Lightning,pdf
NA,Ballinger,2001,07/09/01,07/09/01,Riverside,NA,0,0,0,0,350,CDF,B,Undetermined,pdf
NA,Silent,2001,07/11/01,07/12/01,Riverside,NA,0,0,0,0,548,CDF,B,Equip. Use,pdf
NA,Reche,2001,07/22/01,07/23/01,Riverside,NA,0,0,0,0,"1,798",CDF,B,Vehicle,pdf
NA,Briceburg,2001,07/24/01,07/25/01,Mariposa/SNF,NA,0,0,0,0,800,CDF,GWB,Under Invest.,pdf
NA,Assist Crater,2001,08/12/01,08/15/01,Mono,NA,na,na,na,na,"5,800",USFS,na,Lightning,pdf
NA,Orosco,2001,08/14/01,08/15/01,Cleveland NF/MVU,NA,0,0,0,0,813,CDF/USFS,B,Under Invest,pdf
NA,Bell,2001,12/08/01,12/11/01,San Diego,NA,5,0,0,2,"1,204",CDF,B,Undetermined,pdf
NA,165,2001,06/13/01,06/13/01,Madera-Mariposa,NA,0,0,0,0,"1,500",LOCAL,G,Undetermined,pdf
NA,Jackson,2001,06/13/01,06/13/01,Amador,NA,15,1,0,0,"2,240",CDF,GWB,Welding,pdf
NA,Pacheco,2001,06/16/01,06/17/01,Merced,NA,0,0,0,0,"1,550",CDF,GB,Vehicle,pdf
NA,Lake,2001,07/03/01,07/03/01,Calaveras,NA,0,0,0,0,550,CDF,B,Misc.,pdf
NA,Hoover Complex,2001,07/13/01,NA,Mariposa/Yosemite NP,NA,n/a,n/a,n/a,n/a,"8,007",NPS,NA,Lightning,pdf
NA,Creek,2001,08/18/01,08/24/01,Mariposa/Tuolumne,NA,43,0,0,0,"11,095",CDF,TGWB,Arson,pdf
NA,Leonard,2001,08/19/01,08/25/01,Calaveras,NA,22,0,0,0,"5,167",CDF,W,Equip. Use,pdf
NA,Highway,2001,08/19/01,08/29/01,Sequoia NF/Fresno,NA,8,na,na,na,"4,152",USFS,NA,Under Invest.,pdf
NA,North Fork,2001,08/20/01,08/20/02,Madera,NA,3,2,0,0,"2,930",CDF,NA,Under Invest.,pdf
NA,Star,2001,08/25/01,09/22/01,El Dorado,NA,4,na,na,na,"16,761",USFS,na,Under Invest.,pdf
NA,Darby,2001,09/05/01,09/24/01,Calaveras,NA,1,1,0,0,"14,280",CDF,TWGA,Under Invest.,pdf
NA,Stables,2001,10/12/01,10/15/01,Angeles NF,NA,4,na,na,na,"6,544",USFS,na,Under Invest.,pdf
NA,Moore,2001,10/27/01,10/31/01,Calaveras,NA,0,0,0,0,580,CDF,T,Undetermined,pdf
NA,<2003203 FFFFF FFFFFF FFFFFF xPae Fire,2001,-FFFFFFFFFxHaopvCamp020,NA,CASCADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,pdf
NA,"6,075 45 38 41 2 5 4 13",2001,"4.298;/37.2641■■'***'■'*""2.2NM2-","1,486.7'<'.-A.0■0...-:o",STATE RESPONSIBILITY UNITED STATES FOREST SERVICE BUREAU OF LAND MANAGEMENT BUREAU OF INDIAN AFFAIRS NATIONAL PARK SERVICE BUREAU OF RECLAMATION OTHER FEDERAL OTHER PROTECTION RESPONSIBILITY TOTAL,NA,NA,NA,NA,NA,10 . 1 0 -AM' 6 A 0 ’ ' o ■ A -; o EALd-,#■’’■7229. v. ' 0 MWA NUB d AABd' 0 .A: 0.,NA,NA,pdf
NA,"2,182",2001,I-'si,WWWZil,NA,NA,H—o,"l<, @l",r ■ d,■KZs,■VW,MVM,VMM,MB,pdf
NA,142,2001,....-V0,NA,MARIN,NA,NA,NA,NA,NA,NA,0,NA,NA,pdf
NA,567,2001,■■>-2.’',NA,SANTA BARBARA,NA,NA,NA,NA,NA,NA,302,NA,NA,pdf
NA,217,2001,’-■10,13,TEHAMA-GLENN,NA,48,2,7,' 27,12,: 1,V';7 65,5,pdf
NA,NA,2001,-D-.7-•'-“7:?5,NA,SOUTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,pdf
NA,"1,168",2001,i--/'245,77y.28,SOUTH TOTAL,NA,7. 7 ■ 118,■' 5,7/ 19,• 146,•7. ■ 82■,7 115,•7.x; - 294,7 19,pdf
NA,338 123 302 167 75 488,2001,",661144718;7.7-861",....7705...3:-77737'11,SIERRA AMADOR - EL DORADO FRESNO - KINGS MADERA - MARIPOSA SAN BENITO - MONTEREY TULARE TUOLUMNE - CALAVERAS SIERRA TOTAL,NA,... 34 ' 23 58 . .. ... 28 7 ; 5 7 79,... 0 0 0 0 0 2,. 8 ' 7 7 ' I7 2 9,■ 44 . io 60 . 19 13 67,", 35 ,7 16. 8 10 77 ? .14 27",6 ' 7 / 1: 7.7 10 7.7 2 2 16,89 .. 46 75 -7'7. 47. 7 22 150,■.-. 8 1. ... 7 ■ 7 ■7 ' 1 8,pdf
NA,445,2001,17-L'M,5'-,BUTTE,NA,44,1,17,/ -167,v 36,NA,' 75,s,pdf
NA,NA,2001,■''k-s',NA,LASSEN-MODOC,NA,NA,NA,NA,"V,-' r",NA,-'fei v:,NA,:A-,pdf
NA,335 102,2001,"-•'36••.:""''7t",7283,SHASTA-TRINITY SHASTA TRINITY UNIT TOTAL,NA,62 M 2,7 7 1 0,.< • 11 7 4,", 36 7 7 '3.",? 36 7 ' 4,■M7-2 ■ ? 1,• ‘ 59 ' 70,. 14 2,pdf
NA,211 6,2001,7-7/79;77'MM,7-7/13,TEHEMA-GLENN TEHEMA GLENN UNIT TOTAL,NA,48 0,'• 2 <.7'7 0,■ - - 7 7^;: 0,7 26 '77 - ;7-D',12 0,. 1 - /7 0,61,5 ' 0,pdf
NA,315,2001,4-->211,91,HUMBOLDT-DEL NORTE,NA,NA,NA,NA,NA,. 0,12,". "" > r ' 0",NA,pdf
NA,538,2001,-337,•-<.173,SONOMA-LAKE-NAPA,NA,NA,NA,NA,NA,'■ • ' 7- 0,25,0,NA,pdf
NA,133,2001,S/:7..7.95,37,NEVADA,NA,NA,NA,NA,NA,0,. 0,LtzxoB,NA,pdf
NA,211 6,2001,"--7--.,""'“'128■77'1'2",573,TEHAMA-GLENN TEHAMA GLENN UNIT TOTAL,NA,NA,NA,NA,NA,0,'21,"X.-;7- ."" '0 ;‘?r 7 “ 7so",NA,pdf
NA,355,2001,■-•■'’101;,",6",FRESNO,NA,0,0,93,0,53,. o,107,0,pdf
NA,282,2001,.727;-,0,MONTEREY,NA,■■•■■77-7-77-,•tO,77'7'-\40;,NA,43,7 .- 7 ' ■'■O',59,.7'7-7-75,pdf
NA,"788 1,218 1,326 126 1,284",2001,wo>aio.-i,",128-300117■/56'77226",COAST HUMBOLDT-DEL NORTE SONOMA-LAKE-NAPA MENDOCINO SAN MATEO-SANTA CRUZ SANTA CLARA COAST TOTALS,NA,NA,NA,NA,NA,o o o o o,v’ 7/7 <353 - - <467 ’-351 '• 64 ; 70®,' ■■ 7.-0 0 7.777L 0 7 70,NA,pdf
NA,"10,436 1,894 9,207 3,949 529 2,618",2001,"757'7/■7*7’’910.77:79"".77^477.?7^-3",137322277^.Mi.7S50777-M24,CASCADE BUTTE LASSEN-MODOC NEVADA-YU BA-PLACER SHASTA-TRINITY SISKIYOU TEHAMA-GLENN CASCADE TOTALS,NA,NA,NA,NA,NA,"1,711 . 4,400 .2,780 c 1,880 7 ’ ' ' 0 7 c 7777/'0",- -7 ;250 . 89 7 77 240 . - 7-755 ^TS2 7KHM8,"8,333 - -0 -75,800 . 0 7'7-No .MKWkO",NA,pdf
NA,"4,811 326 4,135 616",2001,-‘'3..>.7-773?16,;'63<7-777377,SOUTH RIVERSIDE SAN BERNARDINO SAN DIEGO SAN LUIS OBISPO,NA,NA,NA,NA,NA,"2,902 '/>/777..<:.,0 3,504 /7//'77 0",WND354 740 440 175,"'""Vi .""0 7 . 0 ^777$ y 7<7-<o",NA,pdf
NA,"4,764 355 15,521 967 780 21,187",2001,OOT-V00,14646■11981/43205,SIERRA AMADOR-EL DORADO FRESNO-KINGS MADERA-MARIPOSA-MERCED SAN BENITO-MONTEREY TULARE TUOLUMNE-CALAVERAS SIERRA TOTAL,NA,NA,NA,NA,NA,"2,240 0 1,550 0 0 0",485 .206 ' ' ' 205 302 140 - 297,". ;<o 0 11,095 ' 0 0 \ 19,447",NA,pdf
NA,21,2001,-»•i,19,DEL NORTE,NA,NA,NA,NA,NA,NA,0,"’ "" ’ 0",NA,pdf
NA,374 153 7 62 71 551,2001,".22vv?.o"".01'A-'-5","11046-17.733:';’?""A.<97'",SONOMA-LAKE-NAPA LAKE NAPA COLUSA SOLANO YOLO SONOMA UNIT TOTAL,NA,NA,NA,NA,NA,0 0 0 0 0,112 . 105-0 ? 55 M?.K-ZL37; 158,0 .. 0 0 . 0 0 0,NA,pdf
NA,"6,042",2001,77777-79,^v/&32,NA,NA,NA,NA,NA,NA,"4,400",NA,NA,NA,pdf
NA,"10,436 6,042 9,207 3,949 529 2,618",2001,"10,057?'5/130NWM5EOIMWLZW!--^''32.","HMKMUW\51/^,230301WWMW?170",CASCADE BUTTE LASSEN - MODOC NEVADA - YUBA - PLACER SHASTA - TRINITY SISKIYOU TEHAMA-GLENN CASCADE TOTAL,NA,NA,NA,NA,NA,NA,"/&* z-*, »• 39 * , 567 >2,812 ' . - ' -.112",NA,NA,pdf
NA,"9,888",2001,-'°4i>»-2.,MMK^8^-U66-!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pdf
NA,"43,574",2001,"--7,140",NA,NA,NA,NA,NA,NA,NA,NA,". 14,609",NA,NA,pdf
NA,154,2001,3/■31,",12",NAPA,NA,NA,NA,NA,NA,NA,' 63,NA,NA,pdf
NA,"5,660 135 3,412 0",2001,-<j''4■;■■■.=.-■W,EMMKWrMMAtz’is.205AWWDMW,NEVADA - YUBA - PLACER NEVADA YUBA PLACER SIERRA UNIT TOTAL,NA,NA,NA,NA,NA,NA,:-Sa W/i WMLMM MrKMW^M,NA,NA,pdf
NA,529,2001,NWXEMMy*r/j'-'/138‘s,BWAKL-L--'M^kik'78:,SISKIYOU SISKIYOU UNIT TOTAL,NA,NA,NA,NA,NA,NA,MAMWMM 12.,NA,NA,pdf
NA,529,2001,"WMWBtz-138""",NA,NA,NA,NA,NA,NA,NA,NA,'LWMMrl'l??',NA,NA,pdf
NA,"9,888",2001,rfvS/2,;J'Z-'M^66•,[SOUTH TOTAL,NA,NA,NA,NA,NA,NA,"7,594",NA,NA,pdf
NA,355,2001,"Z.:■.:<TO;-';0,.",.•'•■.J’4;,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,pdf
NA,780,2001,"”,-5",NA,TULARE TULARE UNIT TOTAL,NA,NA,NA,NA,NA,NA,ZZ-ZZZ'<M^,NA,NA,pdf
NA,173,2001,...-■'Z..Z2,6,TUOLUMNE,NA,NA,NA,NA,NA,NA,39,NA,NA,pdf
NA,NA,2001,-Vi-1,NA,SOUTH,NA,NA,. . .. »,... ... V,NA,NA,NA,NA,NA,pdf
NA,"$1,517,540.00",2001,"-,$167,000",$0.00,AMADOR - EL DORADO,NA,"$201,500.00",> $0,"$2,000.00","-$364,020.00","$18,410.00",■■■■'V:. '■} $0,"$760,260.00",">Ai"",'$0",pdf
NA,"$1,500.00",2001,/;Z7J$5OO,NA,PLUMAS,NA,;£?$$;,$0.00,$0.00,AUHsdb:^,- / $0,.-L-.V$0,NA,' ' $0,pdf
NA,"$809,880 $690,660 $17,000",2001,"■so■-$167,000$0",j.$0'■T.$0■$0,AMADOR - EL DORADO AMADOR EL DORADO SACRAMENTO UNIT TOTAL,NA,"$51,000 $150,500 $0",$0 . $0 $0,". $0 ■ $0 $2,000","$272,320 $91,700 $0","- $310 $3,100 $15,000",$0 $0 $0,"$486,000 $274,260 $0",$0 $0 $0,pdf
NA,"$15,021,734 $3,844,500 $2,702,370 $9,837,513 $501,441 $1,614,193",2001,"/;ui-y-$4,259,124$822,300-$2,479,003.-$5,534,212$439,051,’$1,258,166",";•=$122,600;$153,700,$98,157■■*''$55,001$10,110$72,701",CASCADE BUTTE LASSEN - MODOC NEVADA -YUBA - PLACER SHASTA-TRINITY SISKIYOU TEHAMA-GLENN CASCADE TOTAL,NA,NA,NA,NA,NA,"' ■ $2,000,000, : $2,500,000 ■ $a ' $2,129,500 ro ’ : $0","$47,315 $102,000 - $125,210 ' $11,200 : $2,280 - $280,000","$8,592,6$5 , ' $0, '■ $0 SOSO",NA,pdf
NA,"$2,443,202 $121,601 $1,956,590 $815,208",2001,"$2,136,600.$112,501.■$1,576,423/■$785,708",";$240,602’$1,000V$20,405$14,600",SOUTH RIVERSIDE SAN BERNARDINO SAN DIEGO SAN LUIS OBISPO SOUTH TOTAL,NA,NA,NA,NA,NA,"v. $1,000 - ro > $344,700 $0",":■■ ■ ' ' / $o . $0 ‘ $5,000 $11,900","' .,$0: , $0' ■' $0",NA,pdf
NA,NA,2001,’.-'■•’■,NA,HUMBOLDT - DEL NORTE,NA,NA,NA,NA,NA,NA,NA,-■'■'r’VAAi,NA,pdf
NA,"$143,200.00",2001,";■9/$1.33,100",$100.00,SOLANO,NA,NA,NA,NA,NA,"-». 7 , $0","... $10,000",. ;;$0,NA,pdf
NA,"$1,807,825 $604,202 $32,600 $4,200 $41,350",2001,";.$1,564,100''~‘V$572,500/$10,500$3,100$41,000","4°$207,725/V$11,202■-$8,100‘$100''4.<$350",SANTA CLARA SANTA CLARA ALAMEDA CONTRA COSTA SAN JOAQUIN STANISLAUS UNIT TOTAL,NA,NA,NA,NA,NA,". $0 4 ■ '-4 "" $q . $0 --4^/""$b' ' $0","'4 $36,000 "" ■ $19,500 . $14,000 . ' $1,000 ■. 4 • $6","■ ■. : ro : $0- . ro 4/4' ■, '4J$o' ' . $0",NA,pdf
NA,"$97,300 $798,743",2001,"$92,500l■’/$579,561■","•$800■:$212,262",SAN BENITO - MONTEREY SAN BENITO MONTEREY UNIT TOTAL,NA,NA,NA,NA,NA,$0 $0,". $4,000 '. $6,920",■■ $0 ' “ ■ $0,NA,pdf
